id,first_name,last_name,email,totale_spesa,count_orders_per_client
99818,Maria,Fisher,mariafisher@example.com,863.0,3
41995,Michael,Smith,michaelsmith@example.net,862.0,2
94179,Roger,Washington,rogerwashington@example.org,861.0,1
37898,Diana,Owens,dianaowens@example.com,856.0,1
89517,Nicholas,Wells,nicholaswells@example.net,855.0,1
37405,James,Peterson,jamespeterson@example.net,855.0,1
41091,Bryan,Good,bryangood@example.org,854.0,4
87858,William,Lutz,williamlutz@example.org,850.0,2
12548,Danielle,Alvarado,daniellealvarado@example.net,850.0,2
86137,Alexandra,Haney,alexandrahaney@example.com,850.0,3
47707,Jeff,Smith,jeffsmith@example.com,848.0,1
94771,Andrew,Robertson,andrewrobertson@example.com,848.0,4
65638,Karl,Martin,karlmartin@example.net,848.0,2
67436,Kyle,Atkinson,kyleatkinson@example.com,848.0,2
13472,Amy,Green,amygreen@example.com,847.0,2
19353,Patricia,Hartman,patriciahartman@example.net,846.0,3
4950,Jacob,Tate,jacobtate@example.net,845.0,3
12303,Michael,Boyer,michaelboyer@example.com,843.0,2
48505,Gary,Nunez,garynunez@example.com,843.0,2
90521,Lauren,Dixon,laurendixon@example.com,843.0,3
7999,Nathaniel,Pruitt,nathanielpruitt@example.com,843.0,1
62171,Steven,Golden,stevengolden@example.org,843.0,2
50909,Cathy,Austin,cathyaustin@example.com,842.0,3
99925,Anthony,Morgan,anthonymorgan@example.net,840.0,3
14830,Michael,Nelson,michaelnelson@example.com,839.0,1
21714,Lisa,Thomas,lisathomas@example.com,839.0,2
72898,Paul,Blevins,paulblevins@example.com,839.0,1
81832,Richard,Young,richardyoung@example.net,838.0,2
35951,Noah,Jones,noahjones@example.com,836.0,4
85433,Kim,Bowers,kimbowers@example.net,836.0,2
70739,Tara,Bradley,tarabradley@example.com,833.0,1
11780,Nicole,Tran,nicoletran@example.org,830.0,1
20612,Karla,Williams,karlawilliams@example.org,830.0,1
22680,Matthew,Lin,matthewlin@example.com,826.0,4
30646,Frank,Calhoun,frankcalhoun@example.org,823.0,1
62507,Angela,Weber,angelaweber@example.org,823.0,1
40414,Kimberly,Ruiz,kimberlyruiz@example.com,820.0,2
49219,Karina,Johnson,karinajohnson@example.org,820.0,2
96058,Eric,Coleman,ericcoleman@example.com,819.0,3
53244,Cheryl,Hernandez,cherylhernandez@example.com,819.0,3
78982,Corey,Boyd,coreyboyd@example.com,819.0,3
78366,Gabriella,Anderson,gabriellaanderson@example.com,817.0,2
37696,Dwayne,Carr,dwaynecarr@example.com,815.0,1
1995,Jonathan,Brown,jonathanbrown@example.org,815.0,1
86672,Eduardo,Mccarthy,eduardomccarthy@example.com,815.0,1
72454,Thomas,Woods,thomaswoods@example.org,815.0,1
2826,Michelle,Vaughn,michellevaughn@example.com,813.0,4
58733,Brooke,Wise,brookewise@example.org,811.0,4
11191,Robert,Smith,robertsmith@example.com,811.0,2
46028,Joseph,Rogers,josephrogers@example.net,806.0,4
14821,Brian,Adams,brianadams@example.com,806.0,4
27140,Stephanie,Allen,stephanieallen@example.org,805.0,3
53722,Michael,Krause,michaelkrause@example.net,804.0,3
59995,Jenna,Smith,jennasmith@example.net,803.0,2
53218,Danielle,Martinez,daniellemartinez@example.org,801.0,2
10561,Emily,Taylor,emilytaylor@example.com,800.0,4
19041,Joseph,Russell,josephrussell@example.org,800.0,4
22239,Andre,Zavala,andrezavala@example.com,799.0,1
44721,Brad,Brown,bradbrown@example.org,797.0,3
4027,Kathryn,Jackson,kathrynjackson@example.com,796.0,2
54247,Anthony,White,anthonywhite@example.net,795.0,1
40006,Kathleen,Vance,kathleenvance@example.net,795.0,1
97992,Evan,Bennett,evanbennett@example.com,795.0,3
24655,Amanda,Torres,amandatorres@example.net,795.0,2
28987,David,Thomas,davidthomas@example.com,789.0,3
36931,Joshua,Boone,joshuaboone@example.org,789.0,4
34159,Nicole,Jones,nicolejones@example.net,788.0,3
4075,Catherine,Johnson,catherinejohnson@example.com,788.0,2
11612,Dawn,Webb,dawnwebb@example.org,788.0,3
44742,Daniel,Anderson,danielanderson@example.org,787.0,2
54986,David,Martin,davidmartin@example.org,785.0,4
38548,Kevin,Moore,kevinmoore@example.org,785.0,4
20982,Bryce,Murphy,brycemurphy@example.com,783.0,2
48272,Stacie,Jacobs,staciejacobs@example.org,783.0,4
34619,Megan,Huffman,meganhuffman@example.net,783.0,2
68634,David,Mitchell,davidmitchell@example.net,781.0,3
39739,Sarah,Russell,sarahrussell@example.net,781.0,2
72297,Amy,Briggs,amybriggs@example.net,780.0,2
75162,Jacqueline,Carrillo,jacquelinecarrillo@example.com,778.0,2
57821,Joanna,Adams,joannaadams@example.com,777.0,2
94973,Andrew,Mata,andrewmata@example.net,776.0,4
15693,Kevin,Gibson,kevingibson@example.net,774.0,3
61337,Juan,Thompson,juanthompson@example.com,772.0,2
32637,William,Robbins,williamrobbins@example.org,772.0,1
57991,Evelyn,Stevens,evelynstevens@example.org,770.0,4
58325,James,Barker,jamesbarker@example.org,769.0,2
58181,Stephen,Freeman,stephenfreeman@example.net,769.0,2
13264,Robert,Ward,robertward@example.com,768.0,1
98108,Sandra,Walton,sandrawalton@example.com,768.0,4
19627,Cory,Gonzalez,corygonzalez@example.com,768.0,2
27759,Christian,Ramirez,christianramirez@example.net,765.0,1
58668,Richard,Black,richardblack@example.com,764.0,1
76621,Robert,Atkins,robertatkins@example.org,763.0,2
58368,Daryl,Navarro,darylnavarro@example.com,762.0,2
64061,Sydney,Stuart,sydneystuart@example.net,761.0,4
39128,Sheila,Dickson,sheiladickson@example.net,761.0,3
24284,Brian,Rowland,brianrowland@example.net,761.0,2
49996,Brandi,Martin,brandimartin@example.net,760.0,2
32240,Jessica,Harris,jessicaharris@example.org,759.0,2
45360,John,Gibbs,johngibbs@example.org,759.0,2
59362,Sabrina,Harris,sabrinaharris@example.com,758.0,3
89298,Brandon,Fisher,brandonfisher@example.net,758.0,1
12309,James,Taylor,jamestaylor@example.com,758.0,1
21577,Brandon,Jacobs,brandonjacobs@example.net,757.0,2
9774,David,Gordon,davidgordon@example.com,757.0,2
15727,Daniel,Conway,danielconway@example.org,757.0,3
35789,David,Bowen,davidbowen@example.net,756.0,2
18029,Erika,Harris,erikaharris@example.com,755.0,2
32065,Erika,Ross,erikaross@example.org,755.0,2
48809,Destiny,Smith,destinysmith@example.net,755.0,3
24970,Antonio,Thompson,antoniothompson@example.org,752.0,3
7970,Rachel,Gutierrez,rachelgutierrez@example.net,752.0,2
54417,Jesse,Ritter,jesseritter@example.net,751.0,1
80579,William,Hamilton,williamhamilton@example.net,750.0,1
54304,Nicole,Cohen,nicolecohen@example.com,750.0,1
7560,Grace,Coleman,gracecoleman@example.com,750.0,1
71277,Sabrina,Weber,sabrinaweber@example.com,750.0,1
90800,Shannon,Smith,shannonsmith@example.org,750.0,1
28141,Mary,Gibson,marygibson@example.com,750.0,2
91048,Erin,Moore,erinmoore@example.org,750.0,1
6915,Angela,Sanchez,angelasanchez@example.org,750.0,2
94292,Ashley,Henderson,ashleyhenderson@example.com,748.0,3
91330,Amy,Mitchell,amymitchell@example.org,746.0,3
11491,Laura,Lewis,lauralewis@example.com,746.0,4
16226,Yolanda,Sloan,yolandasloan@example.com,745.0,1
37763,Joshua,Burch,joshuaburch@example.net,745.0,3
23567,Allison,Garcia,allisongarcia@example.com,745.0,4
43987,Breanna,Kemp,breannakemp@example.com,744.0,2
34065,Tom,Cabrera,tomcabrera@example.com,743.0,1
51200,Mark,Jones,markjones@example.com,743.0,4
95388,Harry,Hill,harryhill@example.net,742.0,2
45745,Paul,Ho,paulho@example.com,740.0,1
85922,Miguel,Dodson,migueldodson@example.net,739.0,4
67243,Gregory,Bradley,gregorybradley@example.org,739.0,3
45487,Darrell,Nelson,darrellnelson@example.net,738.0,4
59606,Nicole,Fields,nicolefields@example.net,738.0,4
98055,Shelley,Tran,shelleytran@example.org,737.0,2
84196,Barbara,Hubbard,barbarahubbard@example.org,736.0,3
5285,Danielle,Marsh,daniellemarsh@example.net,735.0,3
74488,Billy,Allen,billyallen@example.net,735.0,2
9577,Michelle,Mendoza,michellemendoza@example.com,735.0,3
29620,Katie,Nixon,katienixon@example.org,734.0,4
52456,Jennifer,Green,jennifergreen@example.net,733.0,1
15737,Tammy,Davenport,tammydavenport@example.net,732.0,2
4568,Mark,Bright,markbright@example.org,732.0,1
84278,Lisa,Perez,lisaperez@example.com,731.0,2
3090,John,Eaton,johneaton@example.com,726.0,3
10210,Gary,Shaw,garyshaw@example.com,725.0,1
9702,Samantha,Robinson,samantharobinson@example.com,724.0,4
48800,Cassie,Anderson,cassieanderson@example.org,724.0,4
15311,Audrey,Graham,audreygraham@example.org,724.0,1
2050,Steven,Martin,stevenmartin@example.org,724.0,1
70752,Christian,Duarte,christianduarte@example.com,724.0,3
94895,Daniel,Williamson,danielwilliamson@example.org,723.0,4
28532,Catherine,Johnson,catherinejohnson@example.net,723.0,3
42814,Jake,Dennis,jakedennis@example.net,722.0,3
68082,Jason,Johnson,jasonjohnson@example.com,722.0,3
62416,Sarah,Watson,sarahwatson@example.net,721.0,2
95093,Jason,Kidd,jasonkidd@example.org,720.0,3
3934,Abigail,Allen,abigailallen@example.net,719.0,4
68288,Christopher,Sullivan,christophersullivan@example.com,719.0,2
26424,Danny,Sanders,dannysanders@example.com,717.0,2
59299,Andrew,Gray,andrewgray@example.net,716.0,2
76764,Mary,Alexander,maryalexander@example.net,714.0,4
1821,Michael,Holloway,michaelholloway@example.org,711.0,2
49986,Paul,Tyler,paultyler@example.org,710.0,3
88089,Kristin,Reyes,kristinreyes@example.net,709.0,4
55018,Thomas,Johnson,thomasjohnson@example.net,709.0,2
85039,Jonathan,Hudson,jonathanhudson@example.com,707.0,4
90993,Jennifer,Morgan,jennifermorgan@example.net,706.0,4
59313,John,Roberts,johnroberts@example.com,705.0,2
75364,George,Norris,georgenorris@example.org,704.0,2
17924,Rachel,Fields,rachelfields@example.com,704.0,4
59357,Joel,Kim,joelkim@example.net,704.0,4
1757,Tracey,Ray,traceyray@example.org,703.0,4
9344,Curtis,Smith,curtissmith@example.com,703.0,4
1300,Alexis,White,alexiswhite@example.com,702.0,2
4192,Garrett,Velasquez,garrettvelasquez@example.net,702.0,4
10353,Jordan,Stanley,jordanstanley@example.org,702.0,4
40110,Sean,Woodard,seanwoodard@example.org,701.0,2
49790,Summer,Perry,summerperry@example.org,701.0,4
7056,Tanya,Anderson,tanyaanderson@example.com,701.0,4
40372,Robert,Li,robertli@example.org,701.0,2
93280,Matthew,Stevens,matthewstevens@example.com,700.0,4
82249,Kayla,Butler,kaylabutler@example.net,699.0,1
72873,Marie,Gallagher,mariegallagher@example.com,699.0,1
55511,John,Castillo,johncastillo@example.com,699.0,4
83401,Chelsea,Black,chelseablack@example.com,699.0,1
77056,Brenda,Kemp,brendakemp@example.com,698.0,1
41168,Daniel,Reese,danielreese@example.org,698.0,1
34266,Gary,Beard,garybeard@example.com,698.0,1
58019,David,Mata,davidmata@example.net,698.0,4
5995,Dawn,Cooper,dawncooper@example.com,698.0,1
99674,Traci,Shah,tracishah@example.com,698.0,1
50046,Peter,Hanson,peterhanson@example.com,698.0,1
67256,David,Moreno,davidmoreno@example.com,698.0,1
65502,Keith,Melendez,keithmelendez@example.com,698.0,1
36377,James,Perez,jamesperez@example.net,698.0,4
9954,Penny,Cisneros,pennycisneros@example.net,697.0,3
4384,Christopher,Parks,christopherparks@example.org,696.0,1
32505,James,Carey,jamescarey@example.net,696.0,2
84791,Danielle,Anderson,danielleanderson@example.net,695.0,1
13034,Mary,Farmer,maryfarmer@example.net,695.0,1
43596,James,Munoz,jamesmunoz@example.org,695.0,1
74437,Cathy,Morgan,cathymorgan@example.net,695.0,1
43797,Elizabeth,Rice,elizabethrice@example.net,695.0,1
61657,Melissa,Alvarez,melissaalvarez@example.net,695.0,1
17912,Elizabeth,Taylor,elizabethtaylor@example.com,694.0,4
69439,Claudia,Frey,claudiafrey@example.org,690.0,1
48325,Robert,Wagner,robertwagner@example.com,689.0,4
16734,Heather,Ramirez,heatherramirez@example.net,689.0,1
34960,James,Sanders,jamessanders@example.com,688.0,4
9919,Linda,Cobb,lindacobb@example.com,687.0,4
21522,Alexis,Mcgrath,alexismcgrath@example.org,687.0,1
92716,Charles,Compton,charlescompton@example.net,686.0,4
51216,Faith,Cummings,faithcummings@example.org,686.0,3
27284,Tyler,Foley,tylerfoley@example.org,685.0,4
12754,Joseph,Parker,josephparker@example.com,682.0,2
43750,Marc,Reed,marcreed@example.org,682.0,3
30555,Cheryl,Vasquez,cherylvasquez@example.org,680.0,2
29717,Keith,Johns,keithjohns@example.net,680.0,3
30287,Alexa,Martinez,alexamartinez@example.com,678.0,3
93977,Jonathan,Meyer,jonathanmeyer@example.net,678.0,2
44132,Jacob,Wiggins,jacobwiggins@example.org,678.0,1
54955,Brian,Calderon,briancalderon@example.org,676.0,4
65681,Joyce,Jones,joycejones@example.org,676.0,3
79917,James,Reyes,jamesreyes@example.org,673.0,4
72194,Donna,Jackson,donnajackson@example.net,672.0,3
94883,Tina,Jones,tinajones@example.net,671.0,2
27438,Ashley,Vasquez,ashleyvasquez@example.org,670.0,2
72357,Joseph,Roberts,josephroberts@example.org,668.0,2
41390,Ryan,Lewis,ryanlewis@example.net,667.0,2
10788,Tracy,Anderson,tracyanderson@example.com,667.0,1
84520,Eric,Stevens,ericstevens@example.org,667.0,2
47291,Stephanie,Cole,stephaniecole@example.com,666.0,4
16298,Richard,Edwards,richardedwards@example.org,665.0,3
62576,Alexander,Miles,alexandermiles@example.org,664.0,2
81361,Carolyn,Rogers,carolynrogers@example.com,664.0,2
33258,Thomas,Howard,thomashoward@example.net,663.0,2
3636,Jamie,Koch,jamiekoch@example.net,662.0,3
54080,Kevin,Wells,kevinwells@example.net,662.0,2
29293,Nancy,Pena,nancypena@example.net,661.0,2
75456,Michael,Swanson,michaelswanson@example.org,661.0,4
8203,Christopher,Perez,christopherperez@example.net,660.0,2
96665,Scott,Clark,scottclark@example.org,660.0,2
11084,Michael,Marshall,michaelmarshall@example.net,660.0,2
21141,Victor,Adams,victoradams@example.org,660.0,2
54734,Kelsey,Lopez,kelseylopez@example.org,660.0,3
54396,Amber,Bishop,amberbishop@example.net,659.0,4
26721,Kristen,Rogers,kristenrogers@example.com,658.0,3
8886,Michelle,Gonzalez,michellegonzalez@example.com,658.0,1
28647,Makayla,Carson,makaylacarson@example.org,658.0,3
96906,Thomas,Williams,thomaswilliams@example.com,658.0,1
71702,Kevin,Flowers,kevinflowers@example.net,658.0,4
15714,Sarah,Cain,sarahcain@example.org,658.0,1
83075,Kevin,Schmidt,kevinschmidt@example.org,657.0,4
97147,Stephanie,Lin,stephanielin@example.net,656.0,2
98574,Karen,Watts,karenwatts@example.org,656.0,2
47823,Heather,Allen,heatherallen@example.org,653.0,2
72605,Christina,Lee,christinalee@example.net,653.0,1
81007,Maria,Boone,mariaboone@example.org,652.0,2
85846,Terri,Cox,terricox@example.com,651.0,4
52734,Michael,Hensley,michaelhensley@example.com,651.0,1
17329,Theresa,Williams,theresawilliams@example.com,651.0,1
95597,Holly,Johnson,hollyjohnson@example.com,650.0,1
91190,George,Smith,georgesmith@example.com,650.0,2
61761,Keith,Joseph,keithjoseph@example.net,650.0,1
37578,Troy,Davis,troydavis@example.org,649.0,2
23171,Dalton,Turner,daltonturner@example.org,649.0,4
73702,Michelle,Hudson,michellehudson@example.net,649.0,2
80121,Douglas,Lewis,douglaslewis@example.net,648.0,2
82329,Debra,Carlson,debracarlson@example.org,648.0,3
